course_id,title,category,skills_covered,url,duration_hours,difficulty
47,Security Operations and SIEM,Security,"siem, soc, security monitoring, cybersecurity",https://www.youtube.com/results?search_query=Security+Operations+and+SIEM+course+tutorial,7,Intermediate
48,Identity and Access Management,Security,"iam, authentication, authorization, security",https://www.youtube.com/results?search_query=Identity+and+Access+Management+course+tutorial,5,Intermediate
49,Advanced Figma Design Systems,Design,"figma, design systems, ui, components",https://www.youtube.com/results?search_query=Advanced+Figma+Design+Systems+course+tutorial,6,Advanced
50,User Research and UX Strategy,Design,"ux research, ux strategy, usability, product design",https://www.youtube.com/results?search_query=User+Research+and+UX+Strategy+course+tutorial,6,Intermediate
51,Encryption Hands-On Workshop,Security,"encryption, siem, soc, iam",https://www.youtube.com/results?search_query=Encryption+Hands-On+Workshop+course+tutorial,6,Beginner
52,Scaling Deep Dive,Architecture,"scaling, resilience, distributed systems, system design",https://www.youtube.com/results?search_query=Scaling+Deep+Dive+course+tutorial,13,Advanced
53,Mobile Architecture In Practice,Mobile,"mobile architecture, react native, flutter, ios",https://www.youtube.com/results?search_query=Mobile+Architecture+In+Practice+course+tutorial,5,Beginner
54,Interaction Design Interview Prep,Design,"interaction design, prototyping, figma, ux research",https://www.youtube.com/results?search_query=Interaction+Design+Interview+Prep+course+tutorial,4,Beginner
55,Replication Hands-On Workshop,Database,"replication, query optimization, indexing, mongodb",https://www.youtube.com/results?search_query=Replication+Hands-On+Workshop+course+tutorial,6,Beginner
56,React Foundations,Frontend,"react, testing, next.js, css",https://www.youtube.com/results?search_query=React+Foundations+course+tutorial,14,Advanced
57,Node.Js Bootcamp,Backend,"node.js, redis, python, java",https://www.youtube.com/results?search_query=Node.Js+Bootcamp+course+tutorial,4,Advanced
58,Spark Advanced Playbook,Data,"spark, sql, etl, warehouse",https://www.youtube.com/results?search_query=Spark+Advanced+Playbook+course+tutorial,10,Advanced
59,Mlops Deep Dive,AI,"mlops, tensorflow, machine learning, nlp",https://www.youtube.com/results?search_query=Mlops+Deep+Dive+course+tutorial,3,Intermediate
60,Serverless Hands-On Workshop,Cloud,"serverless, terraform, networking, azure",https://www.youtube.com/results?search_query=Serverless+Hands-On+Workshop+course+tutorial,12,Intermediate
61,Observability Masterclass,DevOps,"observability, automation, docker, linux",https://www.youtube.com/results?search_query=Observability+Masterclass+course+tutorial,3,Beginner
62,Threat Modeling From Zero to Pro,Security,"threat modeling, soc, owasp, siem",https://www.youtube.com/results?search_query=Threat+Modeling+From+Zero+to+Pro+course+tutorial,4,Intermediate
63,Event Driven In Practice,Architecture,"event driven, cqrs, resilience, system design",https://www.youtube.com/results?search_query=Event+Driven+In+Practice+course+tutorial,14,Advanced
64,React Native Masterclass,Mobile,"react native, flutter, ios, mobile architecture",https://www.youtube.com/results?search_query=React+Native+Masterclass+course+tutorial,10,Intermediate
65,Prototyping Production Guide,Design,"prototyping, figma, interaction design, ux research",https://www.youtube.com/results?search_query=Prototyping+Production+Guide+course+tutorial,3,Advanced
66,Postgresql Bootcamp,Database,"postgresql, mongodb, replication, indexing",https://www.youtube.com/results?search_query=Postgresql+Bootcamp+course+tutorial,9,Intermediate
67,React Hands-On Workshop,Frontend,"react, next.js, performance, typescript",https://www.youtube.com/results?search_query=React+Hands-On+Workshop+course+tutorial,4,Beginner
68,Python Hands-On Workshop,Backend,"python, redis, node.js, microservices",https://www.youtube.com/results?search_query=Python+Hands-On+Workshop+course+tutorial,13,Advanced
69,Bi In Practice,Data,"bi, spark, etl, warehouse",https://www.youtube.com/results?search_query=Bi+In+Practice+course+tutorial,11,Intermediate
70,Tensorflow Advanced Playbook,AI,"tensorflow, machine learning, pytorch, mlops",https://www.youtube.com/results?search_query=Tensorflow+Advanced+Playbook+course+tutorial,11,Intermediate
71,Gcp Foundations,Cloud,"gcp, kubernetes, azure, aws",https://www.youtube.com/results?search_query=Gcp+Foundations+course+tutorial,10,Beginner
72,Ci/Cd Bootcamp,DevOps,"ci/cd, linux, docker, automation",https://www.youtube.com/results?search_query=Ci/Cd+Bootcamp+course+tutorial,13,Beginner
73,API Security Production Guide,Security,"api security, iam, owasp, threat modeling",https://www.youtube.com/results?search_query=API+Security+Production+Guide+course+tutorial,4,Advanced
74,Resilience Deep Dive,Architecture,"resilience, scaling, cqrs, distributed systems",https://www.youtube.com/results?search_query=Resilience+Deep+Dive+course+tutorial,14,Intermediate
75,Flutter Bootcamp,Mobile,"flutter, ios, mobile architecture, android",https://www.youtube.com/results?search_query=Flutter+Bootcamp+course+tutorial,11,Intermediate
76,Design Systems In Practice,Design,"design systems, ux research, prototyping, interaction design",https://www.youtube.com/results?search_query=Design+Systems+In+Practice+course+tutorial,14,Advanced
77,Replication Advanced Playbook,Database,"replication, indexing, query optimization, mongodb",https://www.youtube.com/results?search_query=Replication+Advanced+Playbook+course+tutorial,9,Advanced
78,Accessibility Advanced Playbook,Frontend,"accessibility, performance, typescript, react",https://www.youtube.com/results?search_query=Accessibility+Advanced+Playbook+course+tutorial,13,Beginner
79,Python Foundations 79,Backend,"python, redis, java, node.js",https://www.youtube.com/results?search_query=Python+Foundations+79+course+tutorial,12,Advanced
80,Etl Deep Dive,Data,"etl, warehouse, bi, sql",https://www.youtube.com/results?search_query=Etl+Deep+Dive+course+tutorial,3,Advanced
81,Tensorflow Production Guide,AI,"tensorflow, machine learning, llm, nlp",https://www.youtube.com/results?search_query=Tensorflow+Production+Guide+course+tutorial,13,Intermediate
82,Aws Bootcamp,Cloud,"aws, networking, terraform, kubernetes",https://www.youtube.com/results?search_query=Aws+Bootcamp+course+tutorial,14,Intermediate
83,Ci/Cd Masterclass,DevOps,"ci/cd, kubernetes, observability, linux",https://www.youtube.com/results?search_query=Ci/Cd+Masterclass+course+tutorial,10,Advanced
84,Encryption Deep Dive,Security,"encryption, iam, threat modeling, api security",https://www.youtube.com/results?search_query=Encryption+Deep+Dive+course+tutorial,4,Intermediate
85,System Design Production Guide,Architecture,"system design, cqrs, event driven, distributed systems",https://www.youtube.com/results?search_query=System+Design+Production+Guide+course+tutorial,3,Advanced
86,Android Deep Dive,Mobile,"android, mobile architecture, ios, react native",https://www.youtube.com/results?search_query=Android+Deep+Dive+course+tutorial,13,Beginner
87,Figma Deep Dive,Design,"figma, interaction design, design systems, ux research",https://www.youtube.com/results?search_query=Figma+Deep+Dive+course+tutorial,14,Beginner
88,Mongodb Interview Prep,Database,"mongodb, indexing, postgresql, replication",https://www.youtube.com/results?search_query=Mongodb+Interview+Prep+course+tutorial,10,Beginner
89,Next.Js Foundations,Frontend,"next.js, css, accessibility, performance",https://www.youtube.com/results?search_query=Next.Js+Foundations+course+tutorial,9,Advanced
90,Graphql Bootcamp,Backend,"graphql, microservices, python, api",https://www.youtube.com/results?search_query=Graphql+Bootcamp+course+tutorial,6,Advanced
91,Warehouse Interview Prep,Data,"warehouse, bi, analytics, etl",https://www.youtube.com/results?search_query=Warehouse+Interview+Prep+course+tutorial,13,Intermediate
92,Llm Hands-On Workshop,AI,"llm, tensorflow, rag, nlp",https://www.youtube.com/results?search_query=Llm+Hands-On+Workshop+course+tutorial,7,Intermediate
93,Serverless Production Guide,Cloud,"serverless, azure, networking, gcp",https://www.youtube.com/results?search_query=Serverless+Production+Guide+course+tutorial,7,Advanced
94,Observability Hands-On Workshop,DevOps,"observability, kubernetes, automation, linux",https://www.youtube.com/results?search_query=Observability+Hands-On+Workshop+course+tutorial,14,Beginner
95,Threat Modeling Advanced Playbook,Security,"threat modeling, api security, owasp, siem",https://www.youtube.com/results?search_query=Threat+Modeling+Advanced+Playbook+course+tutorial,5,Beginner
96,Scaling Deep Dive 96,Architecture,"scaling, event driven, resilience, distributed systems",https://www.youtube.com/results?search_query=Scaling+Deep+Dive+96+course+tutorial,12,Intermediate
97,Ios Deep Dive,Mobile,"ios, react native, android, flutter",https://www.youtube.com/results?search_query=Ios+Deep+Dive+course+tutorial,8,Intermediate
98,Prototyping From Zero to Pro,Design,"prototyping, interaction design, figma, ux research",https://www.youtube.com/results?search_query=Prototyping+From+Zero+to+Pro+course+tutorial,11,Intermediate
99,Replication In Practice 99,Database,"replication, query optimization, postgresql, mongodb",https://www.youtube.com/results?search_query=Replication+In+Practice+99+course+tutorial,11,Intermediate
100,Performance From Zero to Pro,Frontend,"performance, accessibility, react, testing",https://www.youtube.com/results?search_query=Performance+From+Zero+to+Pro+course+tutorial,8,Intermediate
101,Graphql Interview Prep,Backend,"graphql, java, microservices, node.js",https://www.youtube.com/results?search_query=Graphql+Interview+Prep+course+tutorial,8,Beginner
102,Sql Masterclass,Data,"sql, spark, pandas, etl",https://www.youtube.com/results?search_query=Sql+Masterclass+course+tutorial,10,Advanced
103,Nlp Advanced Playbook,AI,"nlp, mlops, rag, machine learning",https://www.youtube.com/results?search_query=Nlp+Advanced+Playbook+course+tutorial,5,Beginner
104,Gcp Bootcamp 104,Cloud,"gcp, kubernetes, aws, networking",https://www.youtube.com/results?search_query=Gcp+Bootcamp+104+course+tutorial,11,Advanced
105,Observability In Practice,DevOps,"observability, docker, automation, ci/cd",https://www.youtube.com/results?search_query=Observability+In+Practice+course+tutorial,4,Advanced
106,Threat Modeling Masterclass,Security,"threat modeling, owasp, soc, api security",https://www.youtube.com/results?search_query=Threat+Modeling+Masterclass+course+tutorial,14,Intermediate
107,Resilience Bootcamp 107,Architecture,"resilience, cqrs, scaling, distributed systems",https://www.youtube.com/results?search_query=Resilience+Bootcamp+107+course+tutorial,6,Advanced
108,Android Foundations,Mobile,"android, flutter, mobile architecture, react native",https://www.youtube.com/results?search_query=Android+Foundations+course+tutorial,14,Advanced
109,Ux Research Advanced Playbook,Design,"ux research, interaction design, design systems, figma",https://www.youtube.com/results?search_query=Ux+Research+Advanced+Playbook+course+tutorial,8,Intermediate
110,Postgresql Interview Prep,Database,"postgresql, replication, query optimization, indexing",https://www.youtube.com/results?search_query=Postgresql+Interview+Prep+course+tutorial,13,Intermediate
111,Performance Bootcamp,Frontend,"performance, testing, css, next.js",https://www.youtube.com/results?search_query=Performance+Bootcamp+course+tutorial,11,Intermediate
112,API Foundations,Backend,"api, graphql, redis, microservices",https://www.youtube.com/results?search_query=API+Foundations+course+tutorial,10,Beginner
113,Analytics Hands-On Workshop,Data,"analytics, pandas, sql, spark",https://www.youtube.com/results?search_query=Analytics+Hands-On+Workshop+course+tutorial,7,Advanced
114,Nlp In Practice,AI,"nlp, rag, mlops, tensorflow",https://www.youtube.com/results?search_query=Nlp+In+Practice+course+tutorial,8,Advanced
115,Gcp Masterclass,Cloud,"gcp, azure, aws, terraform",https://www.youtube.com/results?search_query=Gcp+Masterclass+course+tutorial,11,Beginner
116,Linux Bootcamp,DevOps,"linux, sre, ci/cd, observability",https://www.youtube.com/results?search_query=Linux+Bootcamp+course+tutorial,6,Advanced
117,Soc Foundations,Security,"soc, encryption, threat modeling, iam",https://www.youtube.com/results?search_query=Soc+Foundations+course+tutorial,10,Advanced
118,Distributed Systems Bootcamp,Architecture,"distributed systems, scaling, event driven, system design",https://www.youtube.com/results?search_query=Distributed+Systems+Bootcamp+course+tutorial,13,Intermediate
119,Ios In Practice,Mobile,"ios, mobile architecture, react native, flutter",https://www.youtube.com/results?search_query=Ios+In+Practice+course+tutorial,9,Beginner
120,Ux Research Production Guide,Design,"ux research, figma, prototyping, design systems",https://www.youtube.com/results?search_query=Ux+Research+Production+Guide+course+tutorial,3,Intermediate
121,Indexing Deep Dive,Database,"indexing, query optimization, replication, mongodb",https://www.youtube.com/results?search_query=Indexing+Deep+Dive+course+tutorial,4,Intermediate
122,Css Masterclass,Frontend,"css, accessibility, react, testing",https://www.youtube.com/results?search_query=Css+Masterclass+course+tutorial,5,Intermediate
123,API Deep Dive,Backend,"api, python, node.js, graphql",https://www.youtube.com/results?search_query=API+Deep+Dive+course+tutorial,7,Intermediate
124,Sql Production Guide 124,Data,"sql, warehouse, analytics, etl",https://www.youtube.com/results?search_query=Sql+Production+Guide+124+course+tutorial,7,Intermediate
125,Pytorch Interview Prep,AI,"pytorch, llm, mlops, nlp",https://www.youtube.com/results?search_query=Pytorch+Interview+Prep+course+tutorial,5,Advanced
126,Aws Masterclass,Cloud,"aws, terraform, kubernetes, azure",https://www.youtube.com/results?search_query=Aws+Masterclass+course+tutorial,14,Beginner
127,Linux Hands-On Workshop,DevOps,"linux, automation, observability, sre",https://www.youtube.com/results?search_query=Linux+Hands-On+Workshop+course+tutorial,9,Beginner
128,Owasp Advanced Playbook,Security,"owasp, siem, encryption, soc",https://www.youtube.com/results?search_query=Owasp+Advanced+Playbook+course+tutorial,6,Advanced
129,Event Driven Advanced Playbook,Architecture,"event driven, resilience, distributed systems, scaling",https://www.youtube.com/results?search_query=Event+Driven+Advanced+Playbook+course+tutorial,13,Intermediate
130,React Native Bootcamp,Mobile,"react native, flutter, android, mobile architecture",https://www.youtube.com/results?search_query=React+Native+Bootcamp+course+tutorial,11,Advanced
131,Figma Bootcamp,Design,"figma, ux research, prototyping, design systems",https://www.youtube.com/results?search_query=Figma+Bootcamp+course+tutorial,10,Intermediate
132,Replication In Practice,Database,"replication, mongodb, postgresql, query optimization",https://www.youtube.com/results?search_query=Replication+In+Practice+course+tutorial,4,Advanced
133,Typescript From Zero to Pro,Frontend,"typescript, accessibility, performance, next.js",https://www.youtube.com/results?search_query=Typescript+From+Zero+to+Pro+course+tutorial,9,Intermediate
134,Graphql Hands-On Workshop,Backend,"graphql, api, node.js, python",https://www.youtube.com/results?search_query=Graphql+Hands-On+Workshop+course+tutorial,3,Advanced
135,Pandas Bootcamp,Data,"pandas, spark, warehouse, sql",https://www.youtube.com/results?search_query=Pandas+Bootcamp+course+tutorial,11,Beginner
136,Tensorflow Advanced Playbook 136,AI,"tensorflow, mlops, nlp, llm",https://www.youtube.com/results?search_query=Tensorflow+Advanced+Playbook+136+course+tutorial,10,Advanced
137,Azure Bootcamp,Cloud,"azure, aws, terraform, networking",https://www.youtube.com/results?search_query=Azure+Bootcamp+course+tutorial,3,Intermediate
138,Linux Production Guide,DevOps,"linux, kubernetes, observability, automation",https://www.youtube.com/results?search_query=Linux+Production+Guide+course+tutorial,11,Beginner
139,Soc In Practice,Security,"soc, threat modeling, owasp, encryption",https://www.youtube.com/results?search_query=Soc+In+Practice+course+tutorial,9,Intermediate
140,Scaling Hands-On Workshop,Architecture,"scaling, cqrs, system design, resilience",https://www.youtube.com/results?search_query=Scaling+Hands-On+Workshop+course+tutorial,7,Beginner
141,Mobile Architecture Bootcamp,Mobile,"mobile architecture, react native, flutter, android",https://www.youtube.com/results?search_query=Mobile+Architecture+Bootcamp+course+tutorial,10,Intermediate
142,Ux Research Masterclass,Design,"ux research, prototyping, interaction design, figma",https://www.youtube.com/results?search_query=Ux+Research+Masterclass+course+tutorial,7,Intermediate
143,Query Optimization Advanced Playbook,Database,"query optimization, replication, mongodb, postgresql",https://www.youtube.com/results?search_query=Query+Optimization+Advanced+Playbook+course+tutorial,14,Advanced
144,Typescript Masterclass,Frontend,"typescript, testing, react, next.js",https://www.youtube.com/results?search_query=Typescript+Masterclass+course+tutorial,10,Advanced
145,API Masterclass,Backend,"api, node.js, java, redis",https://www.youtube.com/results?search_query=API+Masterclass+course+tutorial,14,Advanced
146,Bi Deep Dive,Data,"bi, spark, analytics, pandas",https://www.youtube.com/results?search_query=Bi+Deep+Dive+course+tutorial,14,Beginner
147,Tensorflow In Practice,AI,"tensorflow, llm, machine learning, pytorch",https://www.youtube.com/results?search_query=Tensorflow+In+Practice+course+tutorial,3,Intermediate
148,Networking Bootcamp,Cloud,"networking, kubernetes, gcp, terraform",https://www.youtube.com/results?search_query=Networking+Bootcamp+course+tutorial,3,Beginner
149,Sre Deep Dive,DevOps,"sre, automation, docker, observability",https://www.youtube.com/results?search_query=Sre+Deep+Dive+course+tutorial,7,Beginner
150,Iam Deep Dive,Security,"iam, threat modeling, siem, soc",https://www.youtube.com/results?search_query=Iam+Deep+Dive+course+tutorial,8,Advanced
